nom,format,episodes,studio,annee,note,popularite,rang,tags,lien,periode
Gyouten Ningen Batsealer,TV,52,Group TAC,2001,3.459,13,5931,action;adventure;fantasy,https://www.anime-planet.com/anime/gyouten-ningen-batsealer,1907-2001
Otherside Picnic,TV,12,"Felix Film, LIDEN FILMS",2021,3.458,1557,5932,action;adventure;fantasy;gl;mystery;sci fi;shoujo-ai;contemporary fantasy;monsters;person in a strange world;urban legend;based on a light novel,https://www.anime-planet.com/anime/otherside-picnic,2017-2023
Hanaukyo Maid Team: La Verite,TV,12,Daume,2004,3.458,3219,5933,comedy;ecchi;harem;shounen;maids;mansion;based on a manga,https://www.anime-planet.com/anime/hanaukyo-maid-team-la-verite,2002-2011
Kaiketsu Zorori,TV,52,"Ajia-do, Amber Film Works",2004,3.458,109,5934,adventure;comedy;animal protagonists;anthropomorphic;family friendly;non-human protagonists;pigs;based on a picture book,https://www.anime-planet.com/anime/kaiketsu-zorori,2002-2011
Captain Tsubasa: Saikyou no Teki! Holland Youth,OVA,1,J.C.Staff,1995,3.458,457,5935,shounen;sports;soccer;based on a manga,https://www.anime-planet.com/anime/captain-tsubasa-saikyou-no-teki-holland-youth,1907-2001
Shuffle! Prologue,OVA,1,asread,2005,3.458,1523,5936,comedy;ecchi;fantasy;harem;romance;panty shots;promotional;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/shuffle-prologue,2002-2011
Guin Saga,TV,26,SATELIGHT,2009,3.458,3101,5937,action;adventure;fantasy;magic;medieval;royalty;based on a light novel,https://www.anime-planet.com/anime/guin-saga,2002-2011
Mafumafu: Sore wo Ai to Yobu dake,Music Video,1,,2020,3.458,75,5938,gl;shoujo-ai;slice of life;supernatural,https://www.anime-planet.com/anime/mafumafu-sore-wo-ai-to-yobu-dake,2017-2023
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,Movie,1,"Ajia-do, Sunrise",2006,3.458,52,5939,adventure;comedy;animal protagonists;anthropomorphic;family friendly;non-human protagonists;based on a picture book,https://www.anime-planet.com/anime/majime-ni-fumajime-kaiketsu-zorori-nazo-no-otakara-daisakusen,2002-2011
Uchitama?! Have you seen my Tama?,TV,11,"Lapin Track, MAPPA",2020,3.458,491,5940,slice of life;animal characteristics;anthropomorphic;cats;dogs;iyashikei;noitamina;non-human protagonists;pets,https://www.anime-planet.com/anime/uchitama-have-you-seen-my-tama,2017-2023
Anne-Happy,TV,12,SILVER LINK.,2016,3.458,1934,5941,comedy;seinen;all-girls school;school life;based on a manga,https://www.anime-planet.com/anime/anne-happy,2012-2016
Ultimate Otaku Teacher (2012),Other,2,A-1 Pictures,2012,3.458,168,5942,comedy;shounen;otaku culture;promotional;school life;short episodes;teaching;work life;based on a manga,https://www.anime-planet.com/anime/ultimate-otaku-teacher-2012,2012-2016
Mermaid Melody: Pichi Pichi Pitch,TV,52,Actas,2003,3.458,4817,5943,fantasy;magical girl;shoujo;family friendly;henshin heroes;mermaids;music;sentai;superheroes;tokusatsu;based on a manga,https://www.anime-planet.com/anime/mermaid-melody-pichi-pichi-pitch,2002-2011
Myriad Colors Phantom World: The Polka Dot Miracle,DVD Special,1,Kyoto Animation,2016,3.458,1333,5944,action;comedy;ecchi;fantasy;slice of life;magic;supernatural;based on a light novel,https://www.anime-planet.com/anime/myriad-colors-phantom-world-the-polka-dot-miracle,2012-2016
Nem: Yumekui Shirokuro Baku,Music Video,1,,2011,3.457,85,5945,supernatural;vocaloid,https://www.anime-planet.com/anime/nem-yumekui-shirokuro-baku,2002-2011
BanG Dream!,TV,13,"ISSEN, XEBEC",2017,3.457,1354,5946,all-girls school;music;school life;original work,https://www.anime-planet.com/anime/bang-dream,2017-2023
Zombie-Loan Specials,DVD Special,2,XEBEC M2,2008,3.457,1753,5947,action;drama;horror;shounen;supernatural;based on a manga,https://www.anime-planet.com/anime/zombie-loan-specials,2002-2011
Chiaki Maruyama: Boukentai - Mori no Yuusha,Music Video,1,,2020,3.457,26,5948,adventure;forest,https://www.anime-planet.com/anime/chiaki-maruyama-boukentai-mori-no-yuusha,2017-2023
Sengoku Basara: End of Judgement,TV,12,Telecom Animation Film,2014,3.457,868,5949,action;feudal japan;historical;samurai;swordplay;based on a video game,https://www.anime-planet.com/anime/sengoku-basara-end-of-judgement,2012-2016
Wansa-kun,TV,26,Group TAC,1973,3.457,14,5950,comedy;animal protagonists;dogs;family friendly;non-human protagonists;based on a manga,https://www.anime-planet.com/anime/wansa-kun,1907-2001
Gakkou no Yuurei,OVA,6,Toei Animation,1995,3.457,14,5951,horror,https://www.anime-planet.com/anime/gakkou-no-yuurei,1907-2001
Crush Gear Turbo The Movie - Kaiservern's Ultimate Challenge,Movie,1,Sunrise,2002,3.457,14,5951,sports;family friendly,https://www.anime-planet.com/anime/crush-gear-turbo-the-movie-kaiserverns-ultimate-challenge,2002-2011
Masamune Datenicle,Web,6,"Gaina, GAINAX",2016,3.457,37,5953,action;fantasy;feudal japan;historical;original work,https://www.anime-planet.com/anime/masamune-datenicle,2012-2016
Kupu~!! Mamegoma!,TV,51,TMS Entertainment,2009,3.457,37,5954,animal protagonists;family friendly;non-human protagonists,https://www.anime-planet.com/anime/kupu-mamegoma,2002-2011
Kuuchuu Gunkan Atlantis,Movie,1,Gekigadan,2018,3.457,14,5955,action;mecha;sci fi;shorts;original work,https://www.anime-planet.com/anime/kuuchuu-gunkan-atlantis,2017-2023
Lagrange: The Flower of Rin-ne - Kamogawa Memoria,TV Special,1,XEBEC,2012,3.457,83,5956,recap,https://www.anime-planet.com/anime/lagrange-the-flower-of-rin-ne-kamogawa-memoria,2012-2016
Asteroid in Love,TV,12,Doga Kobo,2020,3.457,1343,5957,seinen;astronomy;school club;school life;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/asteroid-in-love,2017-2023
Galaxy Angel Z Special,DVD Special,1,MADHOUSE,2002,3.457,323,5958,comedy,https://www.anime-planet.com/anime/galaxy-angel-z-special,2002-2011
Cobra The Animation: The Psychogun,OVA,4,Magic Bus,2008,3.457,450,5959,action;adventure;ecchi;sci fi;shounen;aliens;cyborgs;space pirates;based on a manga,https://www.anime-planet.com/anime/cobra-the-animation-the-psychogun,2002-2011
Shounen Santa no Daibouken!,TV,24,Studio DEEN,1996,3.457,11,5960,adventure;fantasy;christmas;family friendly;based on a novel,https://www.anime-planet.com/anime/shounen-santa-no-daibouken,1907-2001
Traful x Ojamajo Doremi CM,Web,1,,2020,3.457,11,5960,magical girl;commercials;promotional,https://www.anime-planet.com/anime/traful-x-ojamajo-doremi-cm,2017-2023
Uchuu Kazoku Carlvinson,OVA,1,Doga Kobo,1988,3.457,163,5962,comedy;sci fi;slice of life;aliens;childcare;non-human protagonists;orphans;based on a manga,https://www.anime-planet.com/anime/uchuu-kazoku-carlvinson,1907-2001
Maria Holic,TV,12,SHAFT,2009,3.456,10319,5963,comedy;gl;seinen;shoujo-ai;chibi;crossdressing;lgbt themes;school life;based on a manga,https://www.anime-planet.com/anime/maria-holic,2002-2011
RAM WIRE: Bokura no Te ni wa Nani mo Nai Kedo,Music Video,1,,2015,3.456,36,5964,drama;fantasy;animal protagonists;ghosts;non-human protagonists;supernatural,https://www.anime-planet.com/anime/ram-wire-bokura-no-te-ni-wa-nani-mo-nai-kedo,2012-2016
Dream,Web,1,Toei Animation,2020,3.456,36,5964,dream world;no dialogue;shorts,https://www.anime-planet.com/anime/dream,2017-2023
Captain Tsubasa,TV,128,Tsuchida Production,1983,3.456,5551,5966,shounen;sports;soccer;based on a manga,https://www.anime-planet.com/anime/captain-tsubasa,1907-2001
Gun-dou Musashi Recap,TV Special,1,ACC Production,2006,3.456,13,5967,action;fantasy;feudal japan;recap;samurai;original work,https://www.anime-planet.com/anime/gun-dou-musashi-recap,2002-2011
Shita-kiri Suzume (1974),Movie,1,,1974,3.456,13,5967,shorts,https://www.anime-planet.com/anime/shita-kiri-suzume-1974,1907-2001
Serph: sparkle,Music Video,1,,2018,3.456,13,5967,abstract,https://www.anime-planet.com/anime/serph-sparkle,2017-2023
Tsukiuta. The Animation,TV,13,Pierrot,2016,3.456,799,5970,anthropomorphic;based on a song;episodic;idols;music;showbiz,https://www.anime-planet.com/anime/tsukiuta-the-animation,2012-2016
Mr. Shadow,Other,10,,2019,3.456,13,5971,comedy;animal protagonists;crude;non-human protagonists;short episodes;original work,https://www.anime-planet.com/anime/mr-shadow,2017-2023
Sleepy Princess in the Demon Castle Mini Anime,Web,12,AQUA ARIS,2020,3.456,70,5972,comedy;fantasy;chibi;demons;short episodes;based on a manga,https://www.anime-planet.com/anime/sleepy-princess-in-the-demon-castle-mini-anime,2017-2023
Bonobono: Uchuu kara Kita Tomodachi,Movie,1,Eiken,2017,3.456,14,5973,adventure;animal protagonists;non-human protagonists;outer space;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/bonobono-uchuu-kara-kita-tomodachi,2017-2023
DECO*27: Ai,Music Video,1,,2019,3.456,47,5974,vocaloid,https://www.anime-planet.com/anime/deco-27-ai,2017-2023
Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-,TV,8,SHAFT,2021,3.456,387,5975,fantasy;magical girl;contemporary fantasy;dark fantasy;henshin heroes;magic;urban fantasy;based on a mobile game,https://www.anime-planet.com/anime/magia-record-puella-magi-madoka-magica-side-story-season-2-the-eve-of-awakening,2017-2023
Hell Teacher Nube: Gozen 0 Toki Nube Shisu,Movie,1,Toei Animation,1997,3.456,103,5976,action;school life;supernatural;based on a manga,https://www.anime-planet.com/anime/hell-teacher-nube-gozen-0-toki-nube-shisu,1907-2001
"Touch: Miss Lonely Yesterday - Arekara, Kimi wa",TV Special,1,Group TAC,1998,3.456,227,5977,drama;romance;shounen;sports;baseball;based on a manga,https://www.anime-planet.com/anime/touch-miss-lonely-yesterday-arekara-kimi-wa,1907-2001
Pop Team Epic,TV,12,"Space Neko Company, Kamikaze Douga",2018,3.456,4026,5978,comedy;seinen;breaking the fourth wall;gag;parody;slapstick;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/pop-team-epic,2017-2023
ABEDON: Beautiful Day,Music Video,1,,2014,3.455,10,5979,abstract,https://www.anime-planet.com/anime/abedon-beautiful-day,2012-2016
Hatena: Yume ja Nai,Music Video,1,,2020,3.455,10,5979,fantasy;cg animation,https://www.anime-planet.com/anime/hatena-yume-ja-nai,2017-2023
The Testament of Sister New Devil BURST: Toujo Basara's Perfectly Peaceful Daily Life,OVA,1,Production IMS,2016,3.455,1970,5981,ecchi;fantasy;harem;borderline h;contemporary fantasy;demons;urban fantasy;based on a light novel,https://www.anime-planet.com/anime/the-testament-of-sister-new-devil-burst-toujo-basaras-perfectly-peaceful-daily-life,2012-2016
"Pyuu to Fuku! Jaguar: Ima, Fuki ni Yukimasu",Movie,1,Kaeruotoko Shokai,2009,3.455,10,5982,comedy;shounen;music;based on a manga,https://www.anime-planet.com/anime/pyuu-to-fuku-jaguar-ima-fuki-ni-yukimasu,2002-2011
New Fist of the North Star,OVA,3,A.C.G.T,2003,3.455,871,5983,action;desert;dystopia;hand to hand combat;martial arts;overpowered main characters;post-apocalyptic;based on a novel,https://www.anime-planet.com/anime/new-fist-of-the-north-star,2002-2011
Utsurun Desu.,OVA,3,DLE,2009,3.455,12,5984,comedy;seinen;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/utsurun-desu,2002-2011
Zenryoku Yobikou 5.5 Seminar Prologue,Other,1,,2015,3.455,12,5984,comedy,https://www.anime-planet.com/anime/zenryoku-yobikou-55-seminar-prologue,2012-2016
The Dragon Dentist,Web,1,Khara,2014,3.455,801,5987,fantasy;dragons;japan animator's exhibition;shorts,https://www.anime-planet.com/anime/the-dragon-dentist,2012-2016
Wuya Weishenme Shi Hei De,Movie,1,Shanghai Animation Film Studio,1956,3.455,12,5988,animal protagonists;birds;chinese animation;non-human protagonists;shorts,https://www.anime-planet.com/anime/wuya-weishenme-shi-hei-de,1907-2001
Marasy: Mankai Diving,Music Video,1,,2021,3.455,12,5988,vocaloid,https://www.anime-planet.com/anime/marasy-mankai-diving,2017-2023
Turning Mecard R,TV,26,,2017,3.455,13,5990,action;mecha;sci fi;cars;family friendly;korean animation;cg animation,https://www.anime-planet.com/anime/turning-mecard-r,2017-2023
Dekiru ka na,Other,10,Domerica,2017,3.455,12,5991,comedy;slice of life;short episodes;based on a manga,https://www.anime-planet.com/anime/dekiru-ka-na,2017-2023
Medaka no Gakkou,OVA,5,Office AO,2001,3.455,13,5992,comedy;school life;short episodes;based on a 4-koma manga;based on a manga,https://www.anime-planet.com/anime/medaka-no-gakkou,1907-2001
Kobutori (1918),Movie,1,,1918,3.455,13,5992,black and white;no dialogue;shorts,https://www.anime-planet.com/anime/kobutori-1918,1907-2001
Irodorimidori,TV,5,Akatsuki,2022,3.455,34,5994,idols;music;school life;short episodes;based on a video game,https://www.anime-planet.com/anime/irodorimidori,2017-2023
Sou Nanda,TV,26,OLM,2003,3.455,34,5995,educational;family friendly;original work,https://www.anime-planet.com/anime/sou-nanda,2002-2011
The Testament of Sister New Devil DEPARTURES: Maria's Secret Video,DVD Special,1,Production IMS,2018,3.455,233,5996,ecchi;demons,https://www.anime-planet.com/anime/the-testament-of-sister-new-devil-departures-marias-secret-video,2017-2023
Baka and Test - Summon the Beasts Mini Anime,DVD Special,1,SILVER LINK.,2017,3.455,299,5997,comedy;based on a light novel,https://www.anime-planet.com/anime/baka-and-test-summon-the-beasts-mini-anime,2017-2023
Jin: Shounen Brave,Music Video,1,,2013,3.455,56,5998,vocaloid,https://www.anime-planet.com/anime/jin-shounen-brave,2012-2016
rerulili: At God's Mercy,Music Video,1,,2014,3.455,56,5998,vocaloid,https://www.anime-planet.com/anime/rerulili-at-gods-mercy,2012-2016
Crayon Shin-chan: Shin-Men,TV,13,,2010,3.455,100,6000,action;comedy;family friendly;short episodes;superheroes,https://www.anime-planet.com/anime/crayon-shin-chan-shin-men,2002-2011
Those Who Hunt Elves,TV,12,Group TAC,1996,3.455,2854,6001,action;adventure;comedy;fantasy;elves;isekai;non-human protagonists;person in a strange world;based on a manga,https://www.anime-planet.com/anime/those-who-hunt-elves,1907-2001
Senyuu. Specials,DVD Special,4,"LIDEN FILMS, Ordet",2013,3.454,824,6002,comedy;fantasy;shounen;parody;rpg;based on a manga,https://www.anime-planet.com/anime/senyuu-specials,2012-2016
The World God Only Knows: Magical Star Kanon 100%,OVA,1,Manglobe,2013,3.454,2379,6003,comedy;fantasy;shounen;demons;idols,https://www.anime-planet.com/anime/the-world-god-only-knows-magical-star-kanon-100,2012-2016
Kuiba Movie 1: Zhi Shiwanhuoji,Movie,1,Vasoon Animation,2011,3.454,31,6004,action;adventure;fantasy;chinese animation;family friendly;original work,https://www.anime-planet.com/anime/kuiba-movie-1-zhi-shiwanhuoji,2002-2011
Zhu Zhu Xia Movie 4: Ying Xiong Zhu Shao Nian,Movie,1,,2017,3.454,12,6005,animal protagonists;anthropomorphic;chinese animation;family friendly;non-human protagonists;pigs;cg animation,https://www.anime-planet.com/anime/zhu-zhu-xia-movie-4-ying-xiong-zhu-shao-nian,2017-2023
Zhu Zhu Xia Movie 3: Zhong Ji Jue Zhan - Qian Ye Pian,TV,52,,2015,3.454,12,6005,animal protagonists;anthropomorphic;chinese animation;family friendly;non-human protagonists;pigs;cg animation,https://www.anime-planet.com/anime/zhu-zhu-xia-movie-3-zhong-ji-jue-zhan-qian-ye-pian,2012-2016
Shinkai no Survival!,Movie,1,"Toei Animation, Gallop",2021,3.454,12,6005,based on a manga,https://www.anime-planet.com/anime/shinkai-no-survival,2017-2023
Izumo,OVA,2,"Grouper Productions, Studio Hibari",1991,3.454,33,6008,adventure;fantasy;historical;based on a manga,https://www.anime-planet.com/anime/izumo,1907-2001
Tsukiuta. The Animation 2,TV,13,Children’s Playground Entertainment,2020,3.454,120,6009,anthropomorphic;based on a song;idols;music;showbiz,https://www.anime-planet.com/anime/tsukiuta-the-animation-2,2017-2023
Shin Megami Tensei: Devil Children,TV,50,"Actas, TMS Entertainment",2000,3.454,33,6010,action;adventure;fantasy;family friendly;based on a video game,https://www.anime-planet.com/anime/shin-megami-tensei-devil-children,1907-2001
Sinbad: A Flying Princess and a Secret Island,Movie,1,Nippon Animation,2015,3.454,55,6011,adventure;middle eastern,https://www.anime-planet.com/anime/sinbad-a-flying-princess-and-a-secret-island,2012-2016
Harumaki Gohan: Daisan no Shinzou,Music Video,1,Studio Gohan,2021,3.454,22,6012,vocaloid,https://www.anime-planet.com/anime/harumaki-gohan-daisan-no-shinzou,2017-2023
People In The Box: Kaitai Shita Inu no Blues,Music Video,1,,2019,3.454,11,6013,abstract,https://www.anime-planet.com/anime/people-in-the-box-kaitai-shita-inu-no-blues,2017-2023
Caribadix,TV,46,Fanworks,2017,3.454,12,6014,comedy;animal protagonists;anthropomorphic;music;non-human protagonists;rock music;sanrio characters;short episodes;original work,https://www.anime-planet.com/anime/caribadix,2017-2023
"Saa, Ketatamashiki Kono Hibi ni",Web,4,,2006,3.454,12,6014,comedy;slice of life;animal protagonists;birds;non-human protagonists;short episodes,https://www.anime-planet.com/anime/saa-ketatamashiki-kono-hibi-ni,2002-2011
Seikimatsu Leader Gaiden Takeshi!,Other,1,,1998,3.454,12,6014,comedy;shounen;based on a manga,https://www.anime-planet.com/anime/seikimatsu-leader-gaiden-takeshi,1907-2001
Huoli Shaonian Wang Zhi You Quan Yingxiong,TV,42,,2017,3.454,12,6014,chinese animation;family friendly;proxy battles,https://www.anime-planet.com/anime/huoli-shaonian-wang-zhi-you-quan-yingxiong,2017-2023
Digimon Adventure:,TV,67,Toei Animation,2020,3.454,865,6018,action;adventure;sci fi;monsters,https://www.anime-planet.com/anime/digimon-adventure-2020,2017-2023
Hitoshizuku-P × Yama△: Sister’s ∞ mercY,Music Video,1,,2017,3.454,65,6019,vocaloid,https://www.anime-planet.com/anime/hitoshizuku-p-yama-sisters-mercy,2017-2023
Mikito-P: Akaito,Music Video,1,,2015,3.454,11,6020,black and white;vocaloid,https://www.anime-planet.com/anime/mikito-p-akaito,2012-2016
Caribadix 2nd Season,Other,39,Fanworks,2018,3.453,11,6021,comedy;animal protagonists;anthropomorphic;music;non-human protagonists;rock music;sanrio characters;short episodes;original work,https://www.anime-planet.com/anime/caribadix-2nd-season,2017-2023
Tweeny Witches,TV,40,Studio 4°C,2004,3.453,1513,6022,fantasy;isekai;magic;person in a strange world;short episodes;witches;original work,https://www.anime-planet.com/anime/tweeny-witches,2002-2011
